id,match_date,team_1,team_2,t1_points,t2_points,t1_world_rank,t2_world_rank,winner
1490,2017-06-19,CLG,SK,1,2,18,1,t2
1491,2017-06-18,NATUS VINCERE,VIRTUS.PRO,1,2,8,9,t2
1492,2017-06-18,FNATIC,GAMBIT,2,0,11,6,t1
1493,2017-06-18,VIRTUS.PRO,HELLRAISERS,2,1,9,10,t1
1494,2017-06-18,SK,MOUSESPORTS,2,0,1,13,t1
1495,2017-06-18,GAMBIT,CLOUD9,2,0,6,12,t1
1496,2017-06-17,CLG,FNATIC,31,28,18,11,t1
1497,2017-06-17,SK,IMMORTALS,10,16,1,14,t2
1498,2017-06-17,FNATIC,CLOUD9,16,12,11,12,t1
1499,2017-06-17,MOUSESPORTS,IMMORTALS,6,16,13,14,t2
1500,2017-06-17,GAMBIT,CLG,16,19,6,18,t2
1501,2017-06-17,ASTRALIS,VIRTUS.PRO,2,1,3,9,t1
1502,2017-06-11,IMMORTALS,CLOUD9,1,2,14,15,t2
1503,2017-06-11,CLOUD9,CLG,2,0,15,18,t1
1504,2017-06-10,CLOUD9,IMMORTALS,0,2,15,14,t2
1505,2017-06-10,IMMORTALS,CLG,2,0,14,18,t1
1506,2017-06-09,CLOUD9,CLG,16,12,15,18,t1
1507,2017-06-08,VIRTUS.PRO,G2,14,16,8,4,t2
1508,2017-06-08,G2,VIRTUS.PRO,16,10,4,8,t1
1509,2017-06-08,MOUSESPORTS,FAZE,6,16,13,2,t2
1510,2017-06-08,FAZE,MOUSESPORTS,11,16,2,13,t2
1511,2017-06-07,NIP,G2,16,11,16,4,t1
1512,2017-06-07,G2,NIP,16,12,4,16,t1
1513,2017-06-06,RENEGADES,CLG,13,16,20,18,t2
1514,2017-06-06,CLG,RENEGADES,16,13,18,20,t1
1515,2017-06-04,G2,NORTH,3,1,4,5,t1
1516,2017-06-03,NORTH,LIQUID,2,0,5,19,t1
1517,2017-06-03,G2,SK,2,0,4,3,t1
1518,2017-06-01,SK,MOUSESPORTS,2,0,3,15,t1
1519,2017-05-31,LIQUID,NORTH,16,10,19,5,t1
1520,2017-05-31,OPTIC,NATUS VINCERE,16,8,10,6,t1
1521,2017-05-31,MOUSESPORTS,LIQUID,16,12,15,19,t1
1522,2017-05-31,NORTH,OPTIC,16,14,5,10,t1
1523,2017-05-31,MOUSESPORTS,OPTIC,16,12,15,10,t1
1524,2017-05-31,SK,FNATIC,4,0,3,11,t1
1525,2017-05-31,FNATIC,G2,11,16,11,4,t2
1526,2017-05-31,IMMORTALS,CLOUD9,16,8,14,12,t1
1527,2017-05-31,G2,SK,16,6,4,3,t1
1528,2017-05-31,G2,IMMORTALS,10,16,4,14,t2
1529,2017-05-31,FNATIC,CLOUD9,16,6,11,12,t1
1530,2017-05-30,NORTH,NATUS VINCERE,16,13,5,6,t1
1531,2017-05-30,LIQUID,OPTIC,16,5,19,10,t1
1532,2017-05-30,MOUSESPORTS,NATUS VINCERE,19,15,15,6,t1
1533,2017-05-30,MOUSESPORTS,NORTH,17,19,15,5,t2
1534,2017-05-30,LIQUID,NATUS VINCERE,4,16,19,6,t2
1535,2017-05-30,FNATIC,SK,3,16,11,3,t2
1536,2017-05-30,SK,IMMORTALS,16,5,3,14,t1
1537,2017-05-30,G2,CLOUD9,4,16,4,12,t2
1538,2017-05-30,SK,CLOUD9,16,7,3,12,t1
1539,2017-05-28,IMMORTALS,SK,9,16,15,3,t2
1540,2017-05-28,SK,IMMORTALS,16,19,3,15,t2
1541,2017-05-28,CLOUD9,LIQUID,13,16,12,19,t2
1542,2017-05-28,LIQUID,CLOUD9,10,16,19,12,t2
1543,2017-05-28,VIRTUS.PRO,NIP,2,16,4,13,t2
1544,2017-05-28,NIP,VIRTUS.PRO,16,11,13,4,t1
1545,2017-05-28,FAZE,ASTRALIS,16,10,2,1,t1
1546,2017-05-28,ASTRALIS,FAZE,16,1,1,2,t1
1547,2017-05-27,IMMORTALS,CLG,16,13,15,16,t1
1548,2017-05-27,CLG,IMMORTALS,4,16,16,15,t2
1549,2017-05-26,CLOUD9,SK,8,16,12,3,t2
1550,2017-05-26,SK,CLOUD9,9,16,3,12,t2
1551,2017-05-26,FAZE,FNATIC,16,11,2,11,t1
1552,2017-05-26,FNATIC,FAZE,19,17,11,2,t1
1553,2017-05-25,LIQUID,SK,10,16,19,3,t2
1554,2017-05-25,SK,LIQUID,16,12,3,19,t1
1555,2017-05-25,FNATIC,G2,14,16,11,5,t2
1556,2017-05-25,G2,FNATIC,16,8,5,11,t1
1557,2017-05-25,MOUSESPORTS,ASTRALIS,7,16,14,1,t2
1558,2017-05-25,ASTRALIS,MOUSESPORTS,20,22,1,14,t2
1559,2017-05-24,MOUSESPORTS,FNATIC,17,19,14,11,t2
1560,2017-05-24,FNATIC,MOUSESPORTS,16,10,11,14,t1
1561,2017-05-23,CLG,SK,15,19,16,3,t2
1562,2017-05-23,SK,CLG,16,10,3,16,t1
1563,2017-05-23,ASTRALIS,FNATIC,8,16,1,11,t2
1564,2017-05-23,FNATIC,ASTRALIS,1,16,11,1,t2
1565,2017-05-21,CLG,LIQUID,0,2,17,19,t2
1566,2017-05-20,LIQUID,MISFITS,2,1,19,18,t1
1567,2017-05-18,OPTIC,IMMORTALS,17,19,10,16,t2
1568,2017-05-18,IMMORTALS,OPTIC,10,16,16,10,t2
1569,2017-05-18,FAZE,G2,16,14,2,5,t1
1570,2017-05-18,G2,FAZE,5,16,5,2,t2
1571,2017-05-16,OPTIC,CLOUD9,5,16,10,12,t2
1572,2017-05-16,CLOUD9,OPTIC,4,16,12,10,t2
1573,2017-05-14,SK,CLOUD9,0,2,3,14,t2
1574,2017-05-14,CLG,CLOUD9,0,2,17,14,t2
1575,2017-05-14,MISFITS,CLG,16,13,18,17,t1
1576,2017-05-13,OPTIC,CLG,0,2,10,17,t2
1577,2017-05-12,SK,CLG,12,16,3,17,t2
1578,2017-05-11,CLG,SK,16,12,17,3,t1
1579,2017-05-11,NATUS VINCERE,HEROIC,25,22,7,16,t1
1580,2017-05-11,FAZE,G2,14,16,2,5,t2
1581,2017-05-11,NIP,HELLRAISERS,16,5,13,8,t1
1582,2017-05-11,FNATIC,MOUSESPORTS,16,6,12,15,t1
1583,2017-05-11,VIRTUS.PRO,NORTH,7,16,4,6,t2
1584,2017-05-11,HEROIC,NATUS VINCERE,16,14,16,7,t1
1585,2017-05-11,HELLRAISERS,NIP,14,16,8,13,t2
1586,2017-05-11,MOUSESPORTS,FNATIC,10,16,15,12,t2
1587,2017-05-11,NORTH,VIRTUS.PRO,16,6,6,4,t1
1588,2017-05-11,G2,FAZE,16,4,5,2,t1
1589,2017-05-11,LIQUID,CLOUD9,16,5,19,14,t1
1590,2017-05-10,CLG,CLOUD9,14,16,17,14,t2
1591,2017-05-10,CLOUD9,CLG,16,13,14,17,t1
1592,2017-05-10,MOUSESPORTS,G2,16,13,15,5,t1
1593,2017-05-10,G2,MOUSESPORTS,16,11,5,15,t1
1594,2017-05-10,VIRTUS.PRO,FNATIC,9,16,4,12,t2
1595,2017-05-10,FAZE,HELLRAISERS,19,15,2,8,t1
1596,2017-05-10,FNATIC,VIRTUS.PRO,19,15,12,4,t1
1597,2017-05-10,HELLRAISERS,FAZE,16,14,8,2,t1
1598,2017-05-09,CLG,OPTIC,15,19,17,10,t2
1599,2017-05-08,HELLRAISERS,G2,0,2,9,8,t2
1600,2017-05-08,MOUSESPORTS,G2,1,2,17,8,t2
1601,2017-05-07,SK,FAZE,3,1,4,2,t1
1602,2017-05-06,NATUS VINCERE,MOUSESPORTS,3,16,6,17,t2
1603,2017-05-06,HEROIC,MOUSESPORTS,10,16,15,17,t2
1604,2017-05-06,FAZE,ASTRALIS,2,1,2,1,t1
1605,2017-05-06,SK,OPTIC,2,0,4,13,t1
1606,2017-05-04,IMMORTALS,LIQUID,12,16,10,18,t2
1607,2017-05-04,LIQUID,IMMORTALS,16,13,18,10,t1
1608,2017-05-04,VIRTUS.PRO,MOUSESPORTS,11,16,3,17,t2
1609,2017-05-04,MOUSESPORTS,VIRTUS.PRO,18,22,17,3,t2
1610,2017-05-04,FAZE,OPTIC,16,6,2,13,t1
1611,2017-05-04,SK,ASTRALIS,16,12,4,1,t1
1612,2017-05-04,NORTH,FAZE,16,19,5,2,t2
1613,2017-05-03,CLG,LIQUID,16,4,16,18,t1
1614,2017-05-03,LIQUID,CLG,16,12,18,16,t1
1615,2017-05-03,NIP,FNATIC,16,14,12,11,t1
1616,2017-05-03,FNATIC,NIP,16,13,11,12,t1
1617,2017-05-03,MOUSESPORTS,NIP,11,16,17,12,t2
1618,2017-05-03,NIP,MOUSESPORTS,11,16,12,17,t2
1619,2017-05-03,FAZE,ASTRALIS,7,16,2,1,t2
1620,2017-05-03,SK,NORTH,16,14,4,5,t1
1621,2017-05-03,NORTH,OPTIC,25,23,5,13,t1
1622,2017-05-02,GODSENT,MOUSESPORTS,10,16,20,17,t2
1623,2017-05-02,MOUSESPORTS,GODSENT,11,16,17,20,t2
1624,2017-04-30,IMMORTALS,GAMBIT,0,2,7,11,t2
1625,2017-04-30,GAMBIT,G2,2,1,11,9,t1
1626,2017-04-30,IMMORTALS,HEROIC,2,1,7,15,t1
1627,2017-04-30,CLOUD9,G2,1,2,14,9,t2
1628,2017-04-29,HELLRAISERS,HEROIC,0,2,8,15,t2
1629,2017-04-29,LIQUID,G2,1,2,17,9,t2
1630,2017-04-28,IMMORTALS,CLOUD9,16,7,7,14,t1
1631,2017-04-28,HELLRAISERS,GAMBIT,7,16,8,11,t2
1632,2017-04-28,G2,CLOUD9,10,16,9,14,t2
1633,2017-04-28,GAMBIT,HEROIC,25,23,11,15,t1
1634,2017-04-28,IMMORTALS,LIQUID,16,11,7,17,t1
1635,2017-04-27,MOUSESPORTS,NATUS VINCERE,16,0,18,5,t1
1636,2017-04-27,NATUS VINCERE,MOUSESPORTS,8,16,5,18,t2
1637,2017-04-27,LIQUID,IMMORTALS,9,16,17,7,t2
1638,2017-04-27,IMMORTALS,LIQUID,3,16,7,17,t2
1639,2017-04-26,FNATIC,ASTRALIS,16,14,10,1,t1
1640,2017-04-26,NIP,NORTH,3,16,12,6,t2
1641,2017-04-26,ASTRALIS,FNATIC,16,6,1,10,t1
1642,2017-04-26,NORTH,NIP,16,1,6,12,t1
1643,2017-04-26,G2,VIRTUS.PRO,10,16,9,3,t2
1644,2017-04-26,FAZE,NIP,16,1,2,12,t1
1645,2017-04-26,VIRTUS.PRO,G2,13,16,3,9,t2
1646,2017-04-26,NIP,FAZE,13,16,12,2,t2
1647,2017-04-25,FAZE,VIRTUS.PRO,16,4,2,3,t1
1648,2017-04-25,VIRTUS.PRO,FAZE,11,16,3,2,t2
1649,2017-04-25,HELLRAISERS,MOUSESPORTS,8,16,8,18,t2
1650,2017-04-25,ASTRALIS,G2,9,16,1,9,t2
1651,2017-04-25,VIRTUS.PRO,FAZE,10,16,3,2,t2
1652,2017-04-25,MOUSESPORTS,HELLRAISERS,16,12,18,8,t1
1653,2017-04-25,G2,ASTRALIS,16,12,9,1,t1
1654,2017-04-25,FAZE,VIRTUS.PRO,16,4,2,3,t1
1655,2017-04-23,SK,GAMBIT,3,1,4,14,t1
1656,2017-04-23,GAMBIT,OPTIC,2,1,14,15,t1
1657,2017-04-23,CLOUD9,OPTIC,1,2,13,15,t2
1658,2017-04-22,SK,GAMBIT,2,0,4,14,t1
1659,2017-04-22,OPTIC,LIQUID,2,1,15,18,t1
1660,2017-04-22,NIP,CLOUD9,0,2,11,13,t2
1661,2017-04-22,GAMBIT,LIQUID,2,0,14,18,t1
1662,2017-04-21,SK,CLOUD9,2,1,4,13,t1
1663,2017-04-21,NIP,LIQUID,1,2,11,18,t2
1664,2017-04-20,NORTH,KINGUIN,16,5,6,19,t1
1665,2017-04-20,KINGUIN,NORTH,11,16,19,6,t2
1666,2017-04-19,HEROIC,VIRTUS.PRO,16,9,12,3,t1
1667,2017-04-19,VIRTUS.PRO,HEROIC,1,16,3,12,t2
1668,2017-04-19,G2,NATUS VINCERE,13,16,10,5,t2
1669,2017-04-19,NATUS VINCERE,G2,10,16,5,10,t2
1670,2017-04-18,ASTRALIS,NIP,12,16,1,11,t2
1671,2017-04-18,NIP,ASTRALIS,12,16,11,1,t2
1672,2017-04-18,MOUSESPORTS,FAZE,19,17,17,2,t1
1673,2017-04-18,FAZE,MOUSESPORTS,16,10,2,17,t1
1674,2017-04-16,OPTIC,SK,4,16,15,4,t2
1675,2017-04-16,SK,OPTIC,15,19,4,15,t2
1676,2017-04-16,ASTRALIS,G2,16,12,1,10,t1
1677,2017-04-16,G2,ASTRALIS,16,6,10,1,t1
1678,2017-04-15,IMMORTALS,CLOUD9,13,16,8,14,t2
1679,2017-04-15,CLOUD9,IMMORTALS,6,16,14,8,t2
1680,2017-04-15,OPTIC,CLG,16,11,15,16,t1
1681,2017-04-15,CLG,OPTIC,16,13,16,15,t1
1682,2017-04-15,VIRTUS.PRO,ASTRALIS,16,8,3,1,t1
1683,2017-04-15,ASTRALIS,VIRTUS.PRO,16,9,1,3,t1
1684,2017-04-14,OPTIC,LIQUID,11,16,15,20,t2
1685,2017-04-14,LIQUID,OPTIC,16,8,20,15,t1
1686,2017-04-14,NIP,ASTRALIS,14,16,11,1,t2
1687,2017-04-14,ASTRALIS,NIP,14,16,1,11,t2
1688,2017-04-14,LIQUID,SK,16,14,20,4,t1
1689,2017-04-14,SK,LIQUID,16,9,4,20,t1
1690,2017-04-13,CLG,IMMORTALS,6,16,16,8,t2
1691,2017-04-13,IMMORTALS,CLG,16,8,8,16,t1
1692,2017-04-13,FAZE,NORTH,25,22,2,6,t1
1693,2017-04-13,MOUSESPORTS,G2,11,16,17,10,t2
1694,2017-04-13,NORTH,FAZE,14,16,6,2,t2
1695,2017-04-13,FNATIC,HELLRAISERS,16,14,9,7,t1
1696,2017-04-13,NIP,VIRTUS.PRO,16,9,11,3,t1
1697,2017-04-13,HELLRAISERS,FNATIC,10,16,7,9,t2
1698,2017-04-13,VIRTUS.PRO,NIP,16,6,3,11,t1
1699,2017-04-13,CLOUD9,SK,16,10,14,4,t1
1700,2017-04-13,SK,CLOUD9,16,12,4,14,t1
1701,2017-04-12,OPTIC,LIQUID,14,16,15,20,t2
1702,2017-04-12,LIQUID,OPTIC,16,13,20,15,t1
1703,2017-04-12,NIP,G2,9,16,11,10,t2
1704,2017-04-12,ASTRALIS,HELLRAISERS,16,14,1,7,t1
1705,2017-04-12,G2,NIP,16,10,10,11,t1
1706,2017-04-12,HELLRAISERS,ASTRALIS,9,16,7,1,t2
1707,2017-04-12,NATUS VINCERE,KINGUIN,16,5,5,19,t1
1708,2017-04-12,KINGUIN,NATUS VINCERE,6,16,19,5,t2
1709,2017-04-11,FNATIC,HEROIC,6,16,9,13,t2
1710,2017-04-11,HEROIC,FNATIC,11,16,13,9,t2
1711,2017-04-09,FAZE,ASTRALIS,2,1,4,1,t1
1712,2017-04-09,NATUS VINCERE,ASTRALIS,0,2,6,1,t2
1713,2017-04-09,FAZE,HELLRAISERS,2,0,4,15,t1
1714,2017-04-08,NATUS VINCERE,FNATIC,2,1,6,11,t1
1715,2017-04-08,NORTH,HELLRAISERS,1,2,5,15,t2
1716,2017-04-08,G2,FAZE,1,2,16,4,t2
1717,2017-04-07,FNATIC,NIP,16,7,11,12,t1
1718,2017-04-07,FAZE,SK,16,7,4,3,t1
1719,2017-04-07,ASTRALIS,SK,16,12,1,3,t1
1720,2017-04-07,HELLRAISERS,NIP,16,13,15,12,t1
1721,2017-04-07,FAZE,NORTH,13,16,4,5,t2
1722,2017-04-07,VIRTUS.PRO,FNATIC,2,16,2,11,t2
1723,2017-04-06,FNATIC,ASTRALIS,13,16,11,1,t2
1724,2017-04-06,SK,G2,8,16,3,16,t2
1725,2017-04-06,NIP,VIRTUS.PRO,16,5,12,2,t1
1726,2017-04-06,NATUS VINCERE,NORTH,16,11,6,5,t1
1727,2017-04-06,GAMBIT,FAZE,13,16,9,4,t2
1728,2017-04-05,VIRTUS.PRO,SK,2,16,2,3,t2
1729,2017-04-05,FNATIC,NATUS VINCERE,9,16,11,6,t2
1730,2017-04-05,G2,HELLRAISERS,16,2,16,15,t1
1731,2017-04-05,ASTRALIS,NORTH,16,19,1,5,t2
1732,2017-04-05,FAZE,IMMORTALS,16,10,4,7,t1
1733,2017-04-04,NIP,G2,6,16,12,16,t2
1734,2017-04-04,GAMBIT,FNATIC,8,16,9,11,t2
1735,2017-04-04,FAZE,HELLRAISERS,10,16,4,15,t2
1736,2017-04-04,NORTH,IMMORTALS,16,3,5,7,t1
1737,2017-04-02,CLOUD9,OPTIC,2,0,11,13,t1
1738,2017-04-02,OPTIC,LIQUID,2,0,13,18,t1
1739,2017-04-02,FLIPSID3,HELLRAISERS,1,2,20,15,t2
1740,2017-03-30,G2,LDLC,16,5,16,19,t1
1741,2017-03-30,FAZE,FNATIC,16,13,4,9,t1
1742,2017-03-30,LDLC,G2,12,16,19,16,t2
1743,2017-03-30,FNATIC,FAZE,16,10,9,4,t1
1744,2017-03-30,NORTH,HELLRAISERS,16,10,5,15,t1
1745,2017-03-30,HELLRAISERS,NORTH,16,13,15,5,t1
1746,2017-03-29,KINGUIN,ASTRALIS,9,16,17,1,t2
1747,2017-03-29,ASTRALIS,KINGUIN,16,7,1,17,t1
1748,2017-03-29,NATUS VINCERE,NIP,8,16,6,12,t2
1749,2017-03-29,NIP,NATUS VINCERE,12,16,12,6,t2
1750,2017-03-29,G2,FNATIC,16,5,16,9,t1
1751,2017-03-29,CLOUD9,OPTIC,16,6,11,13,t1
1752,2017-03-29,OPTIC,CLOUD9,11,16,13,11,t2
1753,2017-03-28,OPTIC,SK,7,16,13,3,t2
1754,2017-03-28,SK,OPTIC,14,16,3,13,t2
1755,2017-03-28,HEROIC,MOUSESPORTS,12,16,8,14,t2
1756,2017-03-28,MOUSESPORTS,HEROIC,4,16,14,8,t2
1757,2017-03-28,HELLRAISERS,NATUS VINCERE,16,11,15,6,t1
1758,2017-03-28,NATUS VINCERE,HELLRAISERS,16,5,6,15,t1
1759,2017-03-27,HELLRAISERS,KINGUIN,16,4,15,17,t1
1760,2017-03-26,NORTH,FNATIC,1,3,5,9,t2
1761,2017-03-26,MOUSESPORTS,HELLRAISERS,1,2,14,19,t2
1762,2017-03-23,G2,KINGUIN,19,16,15,17,t1
1763,2017-03-23,ASTRALIS,FAZE,9,16,1,4,t2
1764,2017-03-23,FAZE,ASTRALIS,14,16,4,1,t2
1765,2017-03-23,KINGUIN,G2,8,16,17,15,t2
1766,2017-03-23,HEROIC,NORTH,10,16,10,5,t2
1767,2017-03-23,MOUSESPORTS,VIRTUS.PRO,11,16,14,2,t2
1768,2017-03-23,NORTH,HEROIC,19,16,5,10,t1
1769,2017-03-23,VIRTUS.PRO,MOUSESPORTS,16,5,2,14,t1
1770,2017-03-22,VIRTUS.PRO,HELLRAISERS,10,16,2,19,t2
1771,2017-03-22,HELLRAISERS,VIRTUS.PRO,16,10,19,2,t1
1772,2017-03-22,NORTH,NATUS VINCERE,16,19,5,6,t2
1773,2017-03-22,NATUS VINCERE,NORTH,4,16,6,5,t2
1774,2017-03-21,FNATIC,NIP,14,16,9,13,t2
1775,2017-03-21,NIP,FNATIC,16,7,13,9,t1
1776,2017-03-21,G2,HELLRAISERS,9,16,15,19,t2
1777,2017-03-21,NATUS VINCERE,FAZE,16,6,6,4,t1
1778,2017-03-21,HELLRAISERS,G2,19,15,19,15,t1
1779,2017-03-21,GODSENT,GAMBIT,14,16,18,8,t2
1780,2017-03-21,FAZE,NATUS VINCERE,9,16,4,6,t2
1781,2017-03-20,FNATIC,HELLRAISERS,2,1,11,19,t1
1782,2017-03-16,HEROIC,ASTRALIS,7,16,9,1,t2
1783,2017-03-16,FNATIC,NATUS VINCERE,16,12,11,6,t1
1784,2017-03-16,ASTRALIS,HEROIC,16,10,1,9,t1
1785,2017-03-16,NATUS VINCERE,FNATIC,16,7,6,11,t1
1786,2017-03-15,KINGUIN,NIP,14,16,18,10,t2
1787,2017-03-15,ASTRALIS,NORTH,16,11,1,5,t1
1788,2017-03-15,NIP,KINGUIN,16,12,10,18,t1
1789,2017-03-15,NORTH,ASTRALIS,16,4,5,1,t1
1790,2017-03-15,HELLRAISERS,HEROIC,16,6,19,9,t1
1791,2017-03-15,VIRTUS.PRO,FNATIC,16,5,2,11,t1
1792,2017-03-15,HEROIC,HELLRAISERS,16,12,9,19,t1
1793,2017-03-15,FNATIC,VIRTUS.PRO,16,2,11,2,t1
1794,2017-03-15,IMMORTALS,LIQUID,2,1,7,16,t1
1795,2017-03-14,NORTH,FLIPSID3,2,0,5,20,t1
1796,2017-03-13,KINGUIN,NORTH,0,2,16,5,t2
1797,2017-03-13,FLIPSID3,GAMBIT,0,2,18,8,t2
1798,2017-03-12,GODSENT,HEROIC,2,1,19,9,t1
1799,2017-03-12,GAMBIT,NORTH,0,2,8,5,t2
1800,2017-03-09,NIP,FAZE,9,16,10,4,t2
1801,2017-03-09,FLIPSID3,KINGUIN,0,2,18,16,t2
1802,2017-03-09,MOUSESPORTS,NORTH,16,5,14,5,t1
1803,2017-03-09,NORTH,MOUSESPORTS,8,16,5,14,t2
1804,2017-03-09,FAZE,NIP,16,9,4,10,t1
1805,2017-03-08,NORTH,G2,16,10,5,15,t1
1806,2017-03-08,KINGUIN,GAMBIT,1,1,16,8,draw
1807,2017-03-08,G2,NORTH,13,16,15,5,t2
1808,2017-03-08,CLOUD9,IMMORTALS,8,16,13,7,t2
1809,2017-03-08,IMMORTALS,CLOUD9,9,16,7,13,t2
1810,2017-03-07,G2,HEROIC,13,16,15,9,t2
1811,2017-03-07,HEROIC,G2,13,16,9,15,t2
1812,2017-03-05,FAZE,ASTRALIS,1,3,9,1,t2
1813,2017-03-04,HEROIC,ASTRALIS,0,2,18,1,t2
1814,2017-03-03,ASTRALIS,NATUS VINCERE,2,0,1,5,t1
1815,2017-03-02,HEROIC,VIRTUS.PRO,16,14,18,2,t1
1816,2017-03-02,CLOUD9,NATUS VINCERE,6,16,11,5,t2
1817,2017-03-02,NORTH,SK,8,16,4,3,t2
1818,2017-03-02,CLOUD9,NORTH,12,16,11,4,t2
1819,2017-03-02,NATUS VINCERE,HEROIC,12,16,5,18,t2
1820,2017-03-02,SK,VIRTUS.PRO,14,16,3,2,t2
1821,2017-03-02,NATUS VINCERE,NORTH,12,16,5,4,t2
1822,2017-03-02,CLOUD9,VIRTUS.PRO,4,16,11,2,t2
1823,2017-03-02,SK,HEROIC,16,5,3,18,t1
1824,2017-03-02,NORTH,VIRTUS.PRO,16,13,4,2,t1
1825,2017-03-02,CLOUD9,HEROIC,16,7,11,18,t1
1826,2017-03-02,NORTH,HEROIC,17,19,4,18,t2
1827,2017-03-02,NATUS VINCERE,SK,16,12,5,3,t1
1828,2017-03-02,CLOUD9,SK,16,9,11,3,t1
1829,2017-03-02,NATUS VINCERE,VIRTUS.PRO,16,9,5,2,t1
1830,2017-03-01,ASTRALIS,FAZE,2,4,1,9,t2
1831,2017-03-01,OPTIC,NIP,13,16,6,8,t2
1832,2017-03-01,FAZE,ASTRALIS,8,16,9,1,t2
1833,2017-03-01,OPTIC,FAZE,12,16,6,9,t2
1834,2017-03-01,ASTRALIS,FNATIC,19,17,1,10,t1
1835,2017-03-01,NIP,FAZE,6,16,8,9,t2
1836,2017-03-01,OPTIC,FNATIC,10,16,6,10,t2
1837,2017-03-01,NIP,ASTRALIS,24,28,8,1,t2
1838,2017-03-01,FAZE,FNATIC,16,11,9,10,t1
1839,2017-03-01,OPTIC,ASTRALIS,12,16,6,1,t2
1840,2017-03-01,NIP,FNATIC,14,16,8,10,t2
1841,2017-02-23,KINGUIN,MOUSESPORTS,14,16,13,10,t2
1842,2017-02-23,MOUSESPORTS,KINGUIN,16,5,10,13,t1
1843,2017-02-23,OPTIC,IMMORTALS,16,5,8,19,t1
1844,2017-02-23,IMMORTALS,OPTIC,16,6,19,8,t1
1845,2017-02-22,FNATIC,G2,16,14,12,14,t1
1846,2017-02-22,GODSENT,FLIPSID3,13,16,17,16,t2
1847,2017-02-20,VIRTUS.PRO,SK,2,1,2,3,t1
1848,2017-02-19,NORTH,SK,0,2,8,3,t2
1849,2017-02-19,VIRTUS.PRO,ASTRALIS,2,1,2,1,t1
1850,2017-02-19,SK,NATUS VINCERE,2,0,3,4,t1
1851,2017-02-18,ASTRALIS,NIP,2,0,1,6,t1
1852,2017-02-18,MOUSESPORTS,VIRTUS.PRO,0,2,14,2,t2
1853,2017-02-18,GAMBIT,NORTH,0,2,9,8,t2
1854,2017-02-17,NIP,CLOUD9,2,1,6,11,t1
1855,2017-02-17,FNATIC,VIRTUS.PRO,0,2,10,2,t2
1856,2017-02-17,NORTH,OPTIC,2,0,8,5,t1
1857,2017-02-17,SK,CLOUD9,16,6,3,11,t1
1858,2017-02-16,VIRTUS.PRO,GAMBIT,10,16,2,9,t2
1859,2017-02-16,ASTRALIS,OPTIC,16,9,1,5,t1
1860,2017-02-16,NATUS VINCERE,MOUSESPORTS,12,16,4,14,t2
1861,2017-02-15,NIP,CLOUD9,14,16,6,11,t2
1862,2017-02-15,FNATIC,GAMBIT,8,16,10,9,t2
1863,2017-02-15,NORTH,OPTIC,11,16,8,5,t2
1864,2017-02-12,GAMBIT,FLIPSID3,16,2,9,15,t1
1865,2017-02-09,KINGUIN,VIRTUS.PRO,9,16,14,2,t2
1866,2017-02-09,GAMBIT,SPACE SOLDIERS,19,15,9,20,t1
1867,2017-02-09,VIRTUS.PRO,KINGUIN,15,19,2,14,t2
1868,2017-02-08,FNATIC,NORTH,12,16,11,5,t2
1869,2017-02-08,NORTH,FNATIC,16,5,5,11,t1
1870,2017-02-08,MOUSESPORTS,NIP,16,10,13,7,t1
1871,2017-02-08,VIRTUS.PRO,NATUS VINCERE,16,8,2,6,t1
1872,2017-02-08,FLIPSID3,SPACE SOLDIERS,16,12,15,20,t1
1873,2017-02-08,NATUS VINCERE,VIRTUS.PRO,16,10,6,2,t1
1874,2017-02-08,NIP,MOUSESPORTS,8,16,7,13,t2
1875,2017-02-08,SK,IMMORTALS,16,7,3,19,t1
1876,2017-02-08,IMMORTALS,SK,11,16,19,3,t2
1877,2017-02-07,MOUSESPORTS,ASTRALIS,11,16,13,1,t2
1878,2017-02-07,ASTRALIS,MOUSESPORTS,8,16,1,13,t2
1879,2017-02-07,ASTRALIS,NATUS VINCERE,16,4,1,6,t1
1880,2017-02-07,NATUS VINCERE,ASTRALIS,16,11,6,1,t1
1881,2017-02-05,IMMORTALS,LIQUID,2,0,18,16,t1
1882,2017-02-04,IMMORTALS,LIQUID,2,1,18,16,t1
1883,2017-02-04,G2,FNATIC,0,2,10,8,t2
1884,2017-02-04,FNATIC,MOUSESPORTS,2,1,8,15,t1
1885,2017-02-04,G2,FLIPSID3,2,0,10,19,t1
1886,2017-01-29,ASTRALIS,VIRTUS.PRO,2,1,1,4,t1
1887,2017-01-28,VIRTUS.PRO,SK,2,0,4,3,t1
1888,2017-01-28,ASTRALIS,FNATIC,2,0,1,20,t1
1889,2017-01-28,FAZE,SK,1,2,7,3,t2
1890,2017-01-28,VIRTUS.PRO,NORTH,2,1,4,6,t1
1891,2017-01-27,FNATIC,GAMBIT,2,1,20,16,t1
1892,2017-01-27,NATUS VINCERE,ASTRALIS,1,2,9,1,t2
1893,2017-01-26,LIQUID,ASTRALIS,3,16,17,1,t2
1894,2017-01-26,FAZE,ENVY,16,11,7,8,t1
1895,2017-01-25,NORTH,GODSENT,19,17,6,14,t1
1896,2017-01-25,GAMBIT,FAZE,16,14,16,7,t1
1897,2017-01-25,SK,ASTRALIS,19,17,3,1,t1
1898,2017-01-25,GODSENT,OPTIC,16,8,14,2,t1
