id,match_date,team_1,team_2,t1_points,t2_points,t1_world_rank,t2_world_rank,winner
2312,2018-06-27,VIRTUS.PRO,SPACE SOLDIERS,0,2,15,18,t2
2313,2018-06-27,SPACE SOLDIERS,OPTIC,1,2,18,19,t2
2314,2018-06-26,RENEGADES,NRG,1,2,12,7,t2
2315,2018-06-26,NORTH,GAMBIT,2,3,8,14,t2
2316,2018-06-26,HELLRAISERS,GAMBIT,1,2,16,14,t2
2317,2018-06-26,NORTH,GAMBIT,2,1,8,14,t1
2318,2018-06-26,OPTIC,HELLRAISERS,0,2,19,16,t2
2319,2018-06-17,AGO,NORTH,1,2,16,10,t2
2320,2018-06-17,RENEGADES,GAMBIT,0,2,12,13,t2
2321,2018-06-17,NORTH,RED RESERVE,2,1,10,17,t1
2322,2018-06-17,NIP,TYLOO,1,2,11,14,t2
2323,2018-06-16,FAZE,LIQUID,2,1,3,5,t1
2324,2018-06-16,AGO,RED RESERVE,22,20,16,17,t1
2325,2018-06-15,SK,SPACE SOLDIERS,2,0,6,20,t1
2326,2018-06-14,FAZE,SPACE SOLDIERS,2,0,3,20,t1
2327,2018-06-14,NATUS VINCERE,NIP,2,1,2,11,t1
2328,2018-06-13,SPACE SOLDIERS,SK,2,0,20,6,t1
2329,2018-06-10,HELLRAISERS,SK,0,2,15,7,t2
2330,2018-06-10,LIQUID,ASTRALIS,0,2,5,1,t2
2331,2018-06-10,VIRTUS.PRO,GAMBIT,16,11,20,13,t1
2332,2018-06-10,ASTRALIS,FAZE,2,0,1,2,t1
2333,2018-06-10,NRG,LIQUID,0,2,11,5,t2
2334,2018-06-09,LIQUID,FNATIC,2,0,5,6,t1
2335,2018-06-09,CLOUD9,FNATIC,1,2,8,6,t2
2336,2018-06-08,NRG,FAZE,16,8,11,2,t1
2337,2018-06-08,ASTRALIS,LIQUID,16,6,1,5,t1
2338,2018-06-08,FNATIC,LIQUID,14,16,6,5,t2
2339,2018-06-08,ASTRALIS,CLOUD9,16,13,1,8,t1
2340,2018-06-03,HEROIC,SPACE SOLDIERS,0,2,17,18,t2
2341,2018-06-03,MOUSESPORTS,NATUS VINCERE,1,2,4,3,t2
2342,2018-06-02,SK,NATUS VINCERE,1,2,7,3,t2
2343,2018-06-02,MOUSESPORTS,NIP,2,1,4,9,t1
2344,2018-06-02,AGO,NORTH,1,2,19,11,t2
2345,2018-06-01,NORTH,GODSENT,2,0,11,16,t1
2346,2018-05-31,MOUSESPORTS,NATUS VINCERE,2,1,4,3,t1
2347,2018-05-31,RENEGADES,VIRTUS.PRO,2,1,12,20,t1
2348,2018-05-31,NIP,NORTH,2,0,9,11,t1
2349,2018-05-31,TYLOO,GODSENT,1,2,13,16,t2
2350,2018-05-30,SK,LIQUID,2,1,7,6,t1
2351,2018-05-30,AGO,MOUSESPORTS,2,1,19,4,t1
2352,2018-05-30,VIRTUS.PRO,NATUS VINCERE,0,2,20,3,t2
2353,2018-05-30,NIP,TYLOO,2,0,9,13,t1
2354,2018-05-30,HELLRAISERS,NORTH,0,2,15,11,t2
2355,2018-05-30,RENEGADES,GAMBIT,2,1,12,10,t1
2356,2018-05-29,AGO,NIP,2,0,19,9,t1
2357,2018-05-29,GODSENT,LIQUID,1,2,16,6,t2
2358,2018-05-29,MOUSESPORTS,TYLOO,2,0,4,13,t1
2359,2018-05-29,RENEGADES,HELLRAISERS,1,2,12,15,t2
2360,2018-05-29,VIRTUS.PRO,GAMBIT,2,0,20,10,t1
2361,2018-05-28,NIP,HELLRAISERS,2,0,9,15,t1
2362,2018-05-28,GODSENT,RENEGADES,2,0,17,12,t1
2363,2018-05-28,MOUSESPORTS,NORTH,2,1,4,13,t1
2364,2018-05-28,NATUS VINCERE,TYLOO,0,2,3,14,t2
2365,2018-05-28,LIQUID,NRG,2,0,6,20,t1
2366,2018-05-26,GAMBIT,SPACE SOLDIERS,2,1,10,19,t1
2367,2018-05-26,HELLRAISERS,NORTH,0,2,15,13,t2
2368,2018-05-26,VIRTUS.PRO,SPACE SOLDIERS,0,2,18,19,t2
2369,2018-05-26,GAMBIT,HEROIC,2,0,10,16,t1
2370,2018-05-25,NORTH,VIRTUS.PRO,2,1,13,18,t1
2371,2018-05-25,GAMBIT,HELLRAISERS,0,2,10,15,t2
2372,2018-05-25,SPACE SOLDIERS,HELLRAISERS,1,2,19,15,t2
2373,2018-05-25,HEROIC,VIRTUS.PRO,1,2,16,18,t2
2374,2018-05-23,SK,GAMBIT,2,1,8,10,t1
2375,2018-05-21,NORTH,HELLRAISERS,2,0,14,16,t1
2376,2018-05-21,GODSENT,HELLRAISERS,0,2,19,16,t2
2377,2018-05-21,NORTH,GAMBIT,2,1,14,10,t1
2378,2018-05-20,LIQUID,ASTRALIS,1,3,9,1,t2
2379,2018-05-20,GAMBIT,AGO,2,1,10,20,t1
2380,2018-05-19,ASTRALIS,FAZE,2,0,1,2,t1
2381,2018-05-19,NATUS VINCERE,LIQUID,0,2,4,9,t2
2382,2018-05-19,GAMBIT,GODSENT,8,16,10,19,t2
2383,2018-05-19,GODSENT,AGO,16,11,19,20,t1
2384,2018-05-18,FAZE,SK,2,0,2,8,t1
2385,2018-05-18,MOUSESPORTS,LIQUID,0,2,3,9,t2
2386,2018-05-17,LIQUID,ASTRALIS,0,2,9,1,t2
2387,2018-05-17,FAZE,NATUS VINCERE,0,2,2,4,t2
2388,2018-05-17,RENEGADES,SK,0,2,12,8,t2
2389,2018-05-16,SK,ASTRALIS,0,2,8,1,t2
2390,2018-05-16,MOUSESPORTS,NRG,2,0,3,18,t1
2391,2018-05-15,FAZE,MOUSESPORTS,2,0,2,3,t1
2392,2018-05-15,SK,NIP,19,16,8,7,t1
2393,2018-05-15,CLOUD9,FAZE,3,16,6,2,t2
2394,2018-05-15,AGO,GODSENT,2,1,20,19,t1
2395,2018-05-12,VIRTUS.PRO,NIP,10,16,15,8,t2
2396,2018-05-11,NIP,G2,12,16,8,11,t2
2397,2018-05-11,G2,NIP,16,10,11,8,t1
2398,2018-05-10,LIQUID,SK,19,22,9,7,t2
2399,2018-05-10,SK,LIQUID,16,12,7,9,t1
2400,2018-05-10,GODSENT,FAZE,13,16,19,2,t2
2401,2018-05-10,FAZE,GODSENT,14,16,2,19,t2
2402,2018-05-10,NIP,FAZE,12,16,8,2,t2
2403,2018-05-10,GODSENT,FNATIC,16,14,19,5,t1
2404,2018-05-10,GAMBIT,ASTRALIS,10,16,10,1,t2
2405,2018-05-10,FAZE,NIP,18,22,2,8,t2
2406,2018-05-10,FNATIC,GODSENT,16,14,5,19,t1
2407,2018-05-10,ASTRALIS,GAMBIT,16,6,1,10,t1
2408,2018-05-09,GAMBIT,MOUSESPORTS,19,17,10,3,t1
2409,2018-05-09,MOUSESPORTS,GAMBIT,14,16,3,10,t2
2410,2018-05-09,MOUSESPORTS,G2,16,11,3,11,t1
2411,2018-05-09,G2,MOUSESPORTS,16,7,11,3,t1
2412,2018-05-06,VIRTUS.PRO,GODSENT,0,2,13,17,t2
2413,2018-05-06,FAZE,ASTRALIS,3,0,4,1,t1
2414,2018-05-05,ASTRALIS,MOUSESPORTS,2,1,1,5,t1
2415,2018-05-04,HEROIC,AGO,1,2,19,20,t2
2416,2018-05-04,RENEGADES,MOUSESPORTS,1,2,16,5,t2
2417,2018-05-04,FAZE,FNATIC,2,0,4,3,t1
2418,2018-05-03,MOUSESPORTS,G2,2,0,5,11,t1
2419,2018-05-03,ASTRALIS,FNATIC,2,0,1,3,t1
2420,2018-05-03,CLOUD9,FAZE,0,2,6,4,t2
2421,2018-05-03,NRG,G2,1,2,18,11,t2
2422,2018-05-02,FNATIC,G2,2,1,3,11,t1
2423,2018-05-02,MOUSESPORTS,ASTRALIS,0,2,5,1,t2
2424,2018-05-01,RENEGADES,FAZE,2,1,16,4,t1
2425,2018-05-01,NRG,ASTRALIS,17,19,18,1,t2
2426,2018-04-27,NRG,RENEGADES,2,0,18,15,t1
2427,2018-04-26,RENEGADES,SK,3,16,15,7,t2
2428,2018-04-26,SK,RENEGADES,19,15,7,15,t1
2429,2018-04-26,ASTRALIS,NIP,11,16,1,9,t2
2430,2018-04-26,NORTH,HELLRAISERS,11,16,12,16,t2
2431,2018-04-26,ENVY,MOUSESPORTS,13,16,20,5,t2
2432,2018-04-26,G2,NATUS VINCERE,16,9,11,4,t1
2433,2018-04-26,SPACE SOLDIERS,FAZE,8,16,14,3,t2
2434,2018-04-26,HELLRAISERS,NORTH,16,19,16,12,t2
2435,2018-04-26,GODSENT,VIRTUS.PRO,16,5,19,13,t1
2436,2018-04-26,NATUS VINCERE,G2,16,13,4,11,t1
2437,2018-04-26,NIP,ASTRALIS,16,8,9,1,t1
2438,2018-04-26,MOUSESPORTS,ENVY,16,11,5,20,t1
2439,2018-04-26,FAZE,SPACE SOLDIERS,16,5,3,14,t1
2440,2018-04-25,FNATIC,G2,9,16,2,11,t2
2441,2018-04-25,G2,FNATIC,16,10,11,2,t1
2442,2018-04-25,FNATIC,NATUS VINCERE,13,16,2,4,t2
2443,2018-04-25,NIP,MOUSESPORTS,16,9,9,5,t1
2444,2018-04-25,NATUS VINCERE,FNATIC,25,22,4,2,t1
2445,2018-04-25,MOUSESPORTS,NIP,17,19,5,9,t2
2446,2018-04-25,ENVY,ASTRALIS,16,14,20,1,t1
2447,2018-04-25,ASTRALIS,ENVY,16,3,1,20,t1
2448,2018-04-24,G2,FAZE,16,11,11,3,t1
2449,2018-04-24,FAZE,G2,19,16,3,11,t1
2450,2018-04-24,G2,ASTRALIS,20,22,11,1,t2
2451,2018-04-24,SPACE SOLDIERS,MOUSESPORTS,11,16,14,5,t2
2452,2018-04-24,MOUSESPORTS,SPACE SOLDIERS,16,14,5,14,t1
2453,2018-04-24,ASTRALIS,G2,16,10,1,11,t1
2454,2018-04-24,HEROIC,ENVY,16,13,17,20,t1
2455,2018-04-24,ENVY,HEROIC,14,16,20,17,t2
2456,2018-04-22,NATUS VINCERE,ASTRALIS,0,2,6,5,t2
2457,2018-04-22,ASTRALIS,FNATIC,2,0,5,3,t1
2458,2018-04-22,NATUS VINCERE,GAMBIT,2,0,6,17,t1
2459,2018-04-21,NIP,FNATIC,1,2,10,3,t2
2460,2018-04-21,ASTRALIS,FAZE,2,0,5,1,t1
2461,2018-04-21,CLOUD9,GAMBIT,0,2,4,17,t2
2462,2018-04-21,NATUS VINCERE,MOUSESPORTS,2,0,6,2,t1
2463,2018-04-20,GAMBIT,LIQUID,2,1,17,7,t1
2464,2018-04-20,RENEGADES,FNATIC,0,2,15,3,t2
2465,2018-04-20,SK,MOUSESPORTS,0,2,8,2,t2
2466,2018-04-19,LIQUID,ASTRALIS,1,2,7,5,t2
2467,2018-04-19,FNATIC,NATUS VINCERE,1,2,3,6,t2
2468,2018-04-19,MOUSESPORTS,NIP,1,2,2,10,t2
2469,2018-04-19,FAZE,CLOUD9,0,2,1,4,t2
2470,2018-04-18,GAMBIT,SPACE SOLDIERS,16,7,17,12,t1
2471,2018-04-18,ASTRALIS,SPACE SOLDIERS,16,2,5,12,t1
2472,2018-04-18,LIQUID,GAMBIT,16,7,7,17,t1
2473,2018-04-18,NATUS VINCERE,RENEGADES,16,4,6,15,t1
2474,2018-04-18,CLOUD9,G2,22,20,4,9,t1
2475,2018-04-18,SK,NIP,13,16,8,10,t2
2476,2018-04-14,SPACE SOLDIERS,GAMBIT,2,0,13,17,t1
2477,2018-04-13,NORTH,SPACE SOLDIERS,0,2,11,13,t2
2478,2018-04-12,CLOUD9,RENEGADES,19,17,8,15,t1
2479,2018-04-12,RENEGADES,CLOUD9,9,16,15,8,t2
2480,2018-04-12,MOUSESPORTS,VIRTUS.PRO,16,3,2,12,t1
2481,2018-04-12,VIRTUS.PRO,MOUSESPORTS,10,16,12,2,t2
2482,2018-04-12,VIRTUS.PRO,HELLRAISERS,1,2,12,14,t2
2483,2018-04-12,NIP,NORTH,16,6,10,11,t1
2484,2018-04-12,NORTH,NIP,19,15,11,10,t1
2485,2018-04-12,SPACE SOLDIERS,HEROIC,2,0,13,16,t1
2486,2018-04-11,RENEGADES,CLOUD9,9,16,15,8,t2
2487,2018-04-11,HELLRAISERS,SPACE SOLDIERS,8,16,14,13,t2
2488,2018-04-11,SPACE SOLDIERS,HELLRAISERS,16,6,13,14,t1
2489,2018-04-11,ASTRALIS,NATUS VINCERE,11,16,4,5,t2
2490,2018-04-11,NATUS VINCERE,ASTRALIS,19,16,5,4,t1
2491,2018-04-11,GAMBIT,FAZE,5,16,17,1,t2
2492,2018-04-11,FAZE,GAMBIT,16,2,1,17,t1
2493,2018-04-11,G2,HELLRAISERS,10,16,9,14,t2
2494,2018-04-11,FAZE,FNATIC,5,16,1,3,t2
2495,2018-04-11,FNATIC,FAZE,9,16,3,1,t2
2496,2018-04-11,HELLRAISERS,G2,7,16,14,9,t2
2497,2018-04-10,RENEGADES,NRG,19,17,15,18,t1
2498,2018-04-10,NRG,RENEGADES,5,16,18,15,t2
2499,2018-04-10,GAMBIT,G2,10,16,17,9,t2
2500,2018-04-10,G2,GAMBIT,16,6,9,17,t1
2501,2018-04-10,MOUSESPORTS,NATUS VINCERE,16,11,2,5,t1
2502,2018-04-10,FNATIC,HEROIC,8,16,3,16,t2
2503,2018-04-10,VIRTUS.PRO,G2,16,10,12,9,t1
2504,2018-04-10,NATUS VINCERE,MOUSESPORTS,16,5,5,2,t1
2505,2018-04-10,HEROIC,FNATIC,5,16,16,3,t2
2506,2018-04-10,G2,VIRTUS.PRO,16,2,9,12,t1
2507,2018-04-10,HELLRAISERS,FAZE,12,16,14,1,t2
2508,2018-04-10,ASTRALIS,SPACE SOLDIERS,16,4,4,13,t1
2509,2018-04-10,SPACE SOLDIERS,ASTRALIS,14,16,13,4,t2
2510,2018-04-10,FAZE,HELLRAISERS,16,7,1,14,t1
2511,2018-04-08,ASTRALIS,MOUSESPORTS,16,7,5,2,t1
2512,2018-04-08,MOUSESPORTS,ASTRALIS,16,14,2,5,t1
2513,2018-04-08,HELLRAISERS,NORTH,2,1,17,14,t1
2514,2018-04-08,GAMBIT,VIRTUS.PRO,9,16,16,11,t2
2515,2018-04-08,VIRTUS.PRO,GAMBIT,9,16,11,16,t2
2516,2018-04-07,FNATIC,VIRTUS.PRO,16,11,3,11,t1
2517,2018-04-07,NORTH,HELLRAISERS,0,2,14,17,t2
2518,2018-04-07,VIRTUS.PRO,FNATIC,4,16,11,3,t2
2519,2018-04-06,FNATIC,MOUSESPORTS,16,13,3,2,t1
2520,2018-04-06,MOUSESPORTS,FNATIC,16,8,2,3,t1
2521,2018-04-06,FNATIC,FAZE,9,16,3,1,t2
2522,2018-04-06,FAZE,FNATIC,7,16,1,3,t2
2523,2018-04-05,RENEGADES,LIQUID,8,16,12,4,t2
2524,2018-04-05,LIQUID,RENEGADES,19,15,4,12,t1
2525,2018-04-05,LIQUID,CLOUD9,16,13,4,8,t1
2526,2018-04-05,CLOUD9,LIQUID,16,13,8,4,t1
2527,2018-04-05,FAZE,NIP,14,16,1,10,t2
2528,2018-04-05,NIP,FAZE,16,8,10,1,t1
2529,2018-04-05,HEROIC,HELLRAISERS,2,0,15,17,t1
2530,2018-04-05,SPACE SOLDIERS,NORTH,16,13,13,14,t1
2531,2018-04-05,ASTRALIS,FNATIC,16,9,5,3,t1
2532,2018-04-05,GAMBIT,NIP,4,16,16,10,t2
2533,2018-04-05,FNATIC,ASTRALIS,9,16,3,5,t2
2534,2018-04-05,NORTH,SPACE SOLDIERS,9,16,14,13,t2
2535,2018-04-05,NIP,GAMBIT,16,7,10,16,t1
2536,2018-04-05,LIQUID,NRG,16,7,4,20,t1
2537,2018-04-05,NRG,LIQUID,22,20,20,4,t1
2538,2018-04-04,NRG,CLOUD9,8,16,20,8,t2
2539,2018-04-04,CLOUD9,NRG,14,16,8,20,t2
2540,2018-04-04,SPACE SOLDIERS,FNATIC,16,14,13,3,t1
2541,2018-04-04,FNATIC,SPACE SOLDIERS,16,11,3,13,t1
2542,2018-04-04,HEROIC,NATUS VINCERE,14,16,15,6,t2
2543,2018-04-04,FAZE,NORTH,5,16,1,14,t2
2544,2018-04-04,NATUS VINCERE,HEROIC,7,16,6,15,t2
2545,2018-04-04,NORTH,FAZE,8,16,14,1,t2
2546,2018-04-04,NRG,SK,19,16,20,7,t1
2547,2018-04-03,SK,NRG,14,16,7,20,t2
2548,2018-04-03,CLOUD9,SK,25,22,8,7,t1
2549,2018-04-03,SK,CLOUD9,6,16,7,8,t2
2550,2018-04-03,NORTH,G2,16,13,14,9,t1
2551,2018-04-03,G2,NORTH,12,16,9,14,t2
2552,2018-04-03,NIP,NATUS VINCERE,16,7,10,6,t1
2553,2018-04-03,GAMBIT,FNATIC,16,8,16,3,t1
2554,2018-04-03,NATUS VINCERE,NIP,12,16,6,10,t2
2555,2018-04-03,FNATIC,GAMBIT,16,8,3,16,t1
2556,2018-04-03,HELLRAISERS,MOUSESPORTS,16,7,17,2,t1
2557,2018-04-03,MOUSESPORTS,HELLRAISERS,16,4,2,17,t1
2558,2018-04-03,VIRTUS.PRO,SPACE SOLDIERS,0,2,11,13,t2
2559,2018-04-02,GAMBIT,SPACE SOLDIERS,1,2,16,12,t2
2560,2018-03-31,NORTH,QUANTUM BELLATOR FIRE,2,1,14,18,t1
2561,2018-03-30,ASTRALIS,VIRTUS.PRO,2,0,7,13,t1
2562,2018-03-30,VIRTUS.PRO,G2,2,1,13,9,t1
2563,2018-03-30,ASTRALIS,GAMBIT,2,0,7,16,t1
2564,2018-03-29,NIP,VIRTUS.PRO,1,2,10,13,t2
2565,2018-03-29,HELLRAISERS,GAMBIT,1,2,17,16,t2
2566,2018-03-25,NIP,ASTRALIS,11,16,10,8,t2
2567,2018-03-25,ASTRALIS,NIP,19,17,8,10,t1
2568,2018-03-25,VIRTUS.PRO,MOUSESPORTS,1,2,18,6,t2
2569,2018-03-25,SPACE SOLDIERS,NORTH,2,1,12,14,t1
2570,2018-03-25,FNATIC,NIP,16,13,3,10,t1
2571,2018-03-25,NIP,FNATIC,7,16,10,3,t2
2572,2018-03-25,MOUSESPORTS,HELLRAISERS,2,0,6,17,t1
2573,2018-03-25,FAZE,VIRTUS.PRO,0,2,1,18,t2
2574,2018-03-23,HELLRAISERS,FAZE,16,8,17,1,t1
2575,2018-03-23,FAZE,HELLRAISERS,16,10,1,17,t1
2576,2018-03-23,MOUSESPORTS,VIRTUS.PRO,13,16,6,18,t2
2577,2018-03-23,VIRTUS.PRO,MOUSESPORTS,1,16,18,6,t2
2578,2018-03-22,NORTH,FNATIC,16,11,14,3,t1
2579,2018-03-22,FNATIC,NORTH,9,16,3,14,t2
2580,2018-03-21,FNATIC,ASTRALIS,7,16,3,8,t2
2581,2018-03-21,ASTRALIS,FNATIC,16,1,8,3,t1
2582,2018-03-21,HELLRAISERS,NIP,16,9,17,10,t1
2583,2018-03-21,NIP,HELLRAISERS,16,2,10,17,t1
2584,2018-03-20,G2,HEROIC,16,14,9,13,t1
2585,2018-03-20,HEROIC,G2,10,16,13,9,t2
2586,2018-03-20,HELLRAISERS,ASTRALIS,6,16,17,8,t2
2587,2018-03-20,ASTRALIS,HELLRAISERS,16,19,8,17,t2
2588,2018-03-20,NIP,HEROIC,16,19,10,13,t2
2589,2018-03-20,HEROIC,NIP,6,16,13,10,t2
2590,2018-03-18,FNATIC,SPACE SOLDIERS,2,1,6,16,t1
2591,2018-03-16,FNATIC,AGO,1,1,6,20,draw
2592,2018-03-15,RENEGADES,LIQUID,9,16,11,5,t2
2593,2018-03-15,LIQUID,RENEGADES,16,12,5,11,t1
2594,2018-03-15,MOUSESPORTS,HEROIC,14,16,4,12,t2
2595,2018-03-15,FAZE,ASTRALIS,11,16,1,8,t2
2596,2018-03-15,HEROIC,MOUSESPORTS,5,16,12,4,t2
2597,2018-03-15,ASTRALIS,FAZE,19,15,8,1,t1
2598,2018-03-15,NIP,G2,16,12,10,9,t1
2599,2018-03-15,MOUSESPORTS,FAZE,2,16,4,1,t2
2600,2018-03-15,G2,NIP,11,16,9,10,t2
2601,2018-03-15,FAZE,MOUSESPORTS,16,10,1,4,t1
2602,2018-03-15,ASTRALIS,NORTH,16,11,8,13,t1
2603,2018-03-15,NORTH,ASTRALIS,4,16,13,8,t2
2604,2018-03-14,NIP,MOUSESPORTS,16,12,10,4,t1
2605,2018-03-14,MOUSESPORTS,NIP,16,8,4,10,t1
2606,2018-03-14,HEROIC,FAZE,8,16,12,1,t2
2607,2018-03-14,NIP,VIRTUS.PRO,7,16,10,18,t2
2608,2018-03-14,FAZE,HEROIC,16,9,1,12,t1
2609,2018-03-14,MOUSESPORTS,G2,4,16,4,9,t2
2610,2018-03-14,G2,MOUSESPORTS,17,19,9,4,t2
2611,2018-03-14,CLOUD9,FNATIC,8,16,2,6,t2
2612,2018-03-13,G2,ASTRALIS,16,14,9,8,t1
2613,2018-03-13,VIRTUS.PRO,FAZE,22,20,18,1,t1
2614,2018-03-13,ASTRALIS,G2,16,12,8,9,t1
2615,2018-03-13,FAZE,VIRTUS.PRO,16,8,1,18,t1
2616,2018-03-13,NORTH,HEROIC,6,16,13,12,t2
2617,2018-03-13,VIRTUS.PRO,ASTRALIS,12,16,18,8,t2
2618,2018-03-13,HEROIC,NORTH,16,11,12,13,t1
2619,2018-03-13,ASTRALIS,VIRTUS.PRO,16,8,8,18,t1
2620,2018-03-13,FAZE,MOUSESPORTS,12,16,1,4,t2
2621,2018-03-13,MOUSESPORTS,FAZE,16,10,4,1,t1
2622,2018-03-08,LIQUID,CLOUD9,19,16,6,3,t1
2623,2018-03-08,CLOUD9,LIQUID,7,16,3,6,t2
2624,2018-03-08,HEROIC,AGO,2,0,12,20,t1
2625,2018-03-08,NATUS VINCERE,GAMBIT,0,2,7,14,t2
2626,2018-03-08,G2,SPACE SOLDIERS,14,16,9,17,t2
2627,2018-03-08,SPACE SOLDIERS,G2,16,5,17,9,t1
2628,2018-03-08,NIP,AGO,16,10,10,20,t1
2629,2018-03-08,AGO,NIP,12,16,20,10,t2
2630,2018-03-07,GAMBIT,HEROIC,2,0,14,12,t1
2631,2018-03-07,HEROIC,HELLRAISERS,19,15,12,15,t1
2632,2018-03-07,HELLRAISERS,HEROIC,16,4,15,12,t1
2633,2018-03-07,AGO,NATUS VINCERE,12,16,20,7,t2
2634,2018-03-07,NATUS VINCERE,AGO,16,9,7,20,t1
2635,2018-03-06,SPACE SOLDIERS,NATUS VINCERE,8,16,17,7,t2
2636,2018-03-06,NATUS VINCERE,SPACE SOLDIERS,6,16,7,17,t2
2637,2018-03-06,MOUSESPORTS,NORTH,13,16,4,13,t2
2638,2018-03-06,NORTH,MOUSESPORTS,8,16,13,4,t2
2639,2018-03-04,FAZE,FNATIC,2,3,1,9,t2
2640,2018-03-03,FNATIC,LIQUID,2,0,9,6,t1
2641,2018-03-03,ASTRALIS,FAZE,0,2,8,1,t2
2642,2018-03-02,LIQUID,NIP,2,1,6,13,t1
2643,2018-03-02,CLOUD9,FAZE,1,2,3,1,t2
2644,2018-03-01,NORTH,NIP,1,2,17,13,t2
2645,2018-03-01,FAZE,FNATIC,0,2,1,9,t2
2646,2018-03-01,CLOUD9,SK,2,1,3,2,t1
2647,2018-03-01,ASTRALIS,LIQUID,2,1,8,6,t1
2648,2018-03-01,NIP,G2,2,1,13,7,t1
2649,2018-03-01,HEROIC,NORTH,0,2,11,17,t2
2650,2018-02-28,SK,GAMBIT,2,1,2,12,t1
2651,2018-02-28,G2,FNATIC,1,2,7,9,t2
2652,2018-02-28,RENEGADES,CLOUD9,1,2,10,3,t2
2653,2018-02-28,FAZE,NORTH,2,0,1,17,t1
2654,2018-02-28,VIRTUS.PRO,HEROIC,0,2,18,11,t2
2655,2018-02-27,CLOUD9,LIQUID,0,2,3,6,t2
2656,2018-02-27,SK,ASTRALIS,0,2,2,8,t2
2657,2018-02-27,G2,VIRTUS.PRO,16,12,7,18,t1
2658,2018-02-27,HEROIC,FNATIC,9,16,11,9,t2
2659,2018-02-27,NIP,NORTH,10,16,13,17,t2
2660,2018-02-27,LIQUID,GAMBIT,16,10,6,12,t1
2661,2018-02-27,RENEGADES,ASTRALIS,13,16,10,8,t2
2662,2018-02-25,MOUSESPORTS,NATUS VINCERE,2,1,6,7,t1
2663,2018-02-25,LIQUID,FAZE,2,1,8,1,t1
2664,2018-02-25,SPACE SOLDIERS,AGO,1,2,15,20,t2
2665,2018-02-24,FAZE,NATUS VINCERE,1,2,1,7,t2
2666,2018-02-24,LIQUID,MOUSESPORTS,1,2,8,6,t2
2667,2018-02-23,NATUS VINCERE,ASTRALIS,2,1,7,5,t1
2668,2018-02-23,G2,MOUSESPORTS,0,2,4,6,t2
2669,2018-02-23,FAZE,RENEGADES,2,0,1,16,t1
2670,2018-02-23,LIQUID,SK,2,1,8,2,t1
2671,2018-02-21,CLOUD9,MOUSESPORTS,0,2,3,6,t2
2672,2018-02-21,HEROIC,NATUS VINCERE,1,2,12,7,t2
2673,2018-02-21,HELLRAISERS,RENEGADES,0,2,17,16,t2
2674,2018-02-20,NATUS VINCERE,SK,0,2,7,2,t2
2675,2018-02-20,ASTRALIS,HEROIC,2,0,5,12,t1
2676,2018-02-20,LIQUID,MOUSESPORTS,2,1,8,6,t1
2677,2018-02-20,GAMBIT,HELLRAISERS,1,2,11,17,t2
2678,2018-02-20,VIRTUS.PRO,CLOUD9,0,2,19,3,t2
2679,2018-02-19,FAZE,NATUS VINCERE,2,1,1,10,t1
2680,2018-02-19,G2,MOUSESPORTS,2,1,4,8,t1
2681,2018-02-19,ASTRALIS,GAMBIT,2,0,7,11,t1
2682,2018-02-19,CLOUD9,SK,0,2,3,2,t2
2683,2018-02-19,RENEGADES,FNATIC,2,0,18,5,t1
2684,2018-02-19,LIQUID,VIRTUS.PRO,2,0,9,17,t1
2685,2018-02-18,G2,ASTRALIS,2,1,4,7,t1
2686,2018-02-18,FAZE,CLOUD9,2,0,1,3,t1
2687,2018-02-18,SK,MOUSESPORTS,1,2,2,8,t2
2688,2018-02-18,NATUS VINCERE,GAMBIT,2,1,10,11,t1
2689,2018-02-18,RENEGADES,LIQUID,1,2,18,9,t2
2690,2018-02-18,HELLRAISERS,HEROIC,0,2,19,12,t2
2691,2018-02-17,ASTRALIS,LIQUID,2,1,7,9,t1
2692,2018-02-17,MOUSESPORTS,VIRTUS.PRO,2,1,8,17,t1
2693,2018-02-17,NATUS VINCERE,HELLRAISERS,2,0,10,19,t1
2694,2018-02-17,G2,RENEGADES,2,0,4,18,t1
2695,2018-02-17,FNATIC,GAMBIT,1,2,5,11,t2
2696,2018-02-17,CLOUD9,HEROIC,2,0,3,12,t1
2697,2018-02-15,SPACE SOLDIERS,NIP,10,16,15,6,t2
2698,2018-02-15,FNATIC,G2,16,10,5,4,t1
2699,2018-02-15,NIP,SPACE SOLDIERS,19,15,6,15,t1
2700,2018-02-15,G2,FNATIC,10,16,4,5,t2
2701,2018-02-15,NORTH,NATUS VINCERE,16,10,13,10,t1
2702,2018-02-15,HEROIC,ASTRALIS,16,14,12,7,t1
2703,2018-02-15,NATUS VINCERE,NORTH,16,8,10,13,t1
2704,2018-02-15,ASTRALIS,HEROIC,10,16,7,12,t2
2705,2018-02-15,NIP,FNATIC,14,16,6,5,t2
2706,2018-02-15,FAZE,AGO,16,11,1,20,t1
2707,2018-02-15,FNATIC,NIP,16,10,5,6,t1
2708,2018-02-15,AGO,FAZE,7,16,20,1,t2
2709,2018-02-14,AGO,G2,8,16,20,4,t2
2710,2018-02-14,G2,AGO,16,12,4,20,t1
2711,2018-02-14,ASTRALIS,MOUSESPORTS,16,14,7,8,t1
2712,2018-02-14,FNATIC,HELLRAISERS,11,16,5,19,t2
2713,2018-02-14,HELLRAISERS,FNATIC,22,19,19,5,t1
